1,2,4,17,18,19,8,17,2,1,18,4,19
9,11,12,14,15,33,11,11,9,33,12,14,15
3,6,8,11,19,27,11,27,3,19,6,8,11
2,12,14,21,23,30,13,21,23,14,12,2,30
2,12,19,22,27,32,1,32,12,2,22,19,27
16,17,19,22,31,33,11,17,22,31,33,16,19
1,13,16,18,20,29,2,13,18,29,20,1,16
4,12,16,22,24,25,6,24,16,12,4,22,25
7,12,23,26,29,30,11,26,23,30,12,29,7
12,15,22,23,26,31,4,23,31,22,12,26,15
9,20,24,25,28,30,10,24,28,20,9,30,25
1,2,14,26,29,30,7,1,2,29,26,30,14
7,17,18,19,30,31,14,18,30,31,7,17,19
1,3,14,18,26,28,1,28,1,18,14,3,26
2,6,7,10,17,33,3,7,17,10,2,6,33
1,4,11,12,19,27,14,19,1,4,12,11,27
5,12,16,18,26,30,13,18,30,16,5,26,12
2,3,4,5,24,28,13,5,2,4,24,28,3
3,10,21,22,24,33,12,10,21,24,3,33,22
18,19,21,26,27,33,16,26,19,21,33,27,18
1,2,3,7,10,25,7,7,2,3,25,1,10
10,12,18,22,30,31,11,12,10,31,22,30,18
3,5,6,17,26,33,8,6,3,5,26,33,17
10,19,22,23,25,29,9,29,23,19,10,25,22
9,11,13,16,17,18,7,17,9,16,13,18,11
4,12,18,20,23,32,6,12,20,23,32,18,4
4,12,17,20,25,28,9,25,12,17,28,20,4
1,7,10,22,32,33,13,1,33,32,22,10,7
1,9,10,16,22,24,11,16,10,9,24,1,22
6,7,8,13,14,19,15,19,7,14,13,8,6
1,4,13,23,28,30,3,28,13,4,1,23,30
1,7,27,30,31,33,8,31,33,7,30,1,27
12,14,21,29,30,32,13,21,29,14,12,30,32
3,7,11,17,20,26,12,7,26,11,3,20,17
1,3,5,18,22,23,13,22,23,1,5,18,3
4,7,8,28,30,32,5,30,32,4,28,8,7
5,12,14,15,25,31,9,15,31,25,12,14,5
2,5,6,8,28,30,6,5,6,28,8,2,30
5,10,11,23,24,32,4,11,24,32,23,5,10
1,2,9,22,28,31,4,22,1,31,2,28,9
5,9,11,17,26,27,10,26,5,9,27,17,11
3,10,14,19,20,30,6,30,14,10,3,20,19
1,8,14,17,19,30,3,30,14,19,1,8,17
1,13,21,23,25,32,6,25,21,13,32,23,1
7,8,10,24,29,33,4,33,10,8,29,24,7
4,10,14,18,28,32,15,28,4,10,32,18,14
1,5,9,10,18,32,11,5,32,1,9,10,18
1,2,3,5,10,22,12,10,2,1,3,5,22
9,13,20,22,24,32,5,13,32,22,24,20,9
1,7,9,17,26,31,5,26,17,1,31,9,7
3,6,19,20,21,24,11,21,24,19,6,20,3
2,5,8,11,15,31,13,2,15,8,31,11,5
1,4,8,9,19,20,1,4,9,8,20,1,19
2,7,13,20,27,30,14,2,20,7,30,13,27
2,8,26,27,30,32,16,8,30,27,32,26,2
2,13,17,18,26,30,1,2,13,26,30,18,17
3,4,11,17,20,26,5,26,4,11,17,20,3
11,16,17,25,28,29,7,29,11,25,17,16,28
10,16,18,25,26,29,3,29,25,18,16,10,26
7,17,19,20,21,29,11,7,29,21,17,19,20
8,10,17,22,25,29,14,17,25,29,22,10,8
6,10,13,17,18,21,2,6,10,21,17,13,18
4,9,10,21,22,24,10,9,10,24,21,4,22
2,6,7,12,31,32,5,12,6,7,31,32,2
1,12,18,26,27,28,13,26,1,18,27,12,28
7,15,16,22,23,32,14,15,16,23,7,32,22
1,7,8,11,27,31,6,8,27,31,11,1,7
8,9,11,16,17,29,9,29,11,8,17,9,16
11,12,14,16,25,29,9,14,11,25,12,29,16
6,7,19,21,25,29,2,19,25,6,7,21,29
2,3,9,10,15,29,11,29,10,15,9,2,3
1,12,14,15,17,29,9,15,29,17,1,14,12
2,3,4,9,24,25,2,25,4,2,9,24,3
9,11,14,16,27,28,11,9,28,11,16,14,27
6,8,19,25,29,32,7,32,25,8,19,6,29
1,20,21,25,29,30,2,20,1,30,29,25,21
5,21,23,25,28,32,4,25,23,28,5,32,21
1,8,11,12,27,31,12,12,27,1,8,31,11
4,7,11,19,23,26,10,11,23,4,26,7,19
3,5,11,24,27,28,15,27,24,28,11,3,5
13,16,19,20,23,33,9,16,23,19,13,33,20
1,12,25,27,28,29,13,1,27,25,28,29,12
7,10,13,16,27,28,7,16,7,28,13,10,27
14,15,18,20,27,31,4,18,14,15,31,20,27
13,14,27,29,32,33,8,13,14,32,29,33,27
5,13,20,23,24,25,3,23,24,25,13,5,20
1,6,7,13,16,32,4,6,1,13,32,16,7
2,8,11,13,24,31,15,31,11,24,2,13,8
2,11,15,20,22,29,5,2,20,29,22,11,15
10,12,21,22,30,33,6,21,33,30,10,22,12
3,8,16,17,21,29,6,21,3,8,16,17,29
8,15,18,28,30,33,14,33,30,15,28,8,18
2,7,13,16,23,28,16,16,7,23,28,2,13
5,6,15,19,26,29,13,19,26,6,15,5,29
7,18,21,26,27,28,7,27,7,21,18,26,28
3,5,13,17,25,31,7,17,13,3,25,5,31
8,9,10,14,16,26,7,8,10,9,26,14,16
4,5,10,21,24,26,5,4,24,21,26,10,5
7,13,14,17,19,30,3,13,30,7,14,19,17
3,8,20,23,24,26,16,20,26,24,3,23,8
3,5,21,24,27,32,6,3,24,5,32,21,27
3,20,24,27,29,30,15,24,20,29,3,30,27
14,16,27,28,30,33,6,16,33,28,14,30,27
1,4,8,11,21,25,14,21,8,4,25,1,11
3,8,11,29,30,32,1,29,11,8,32,3,30
10,13,18,19,25,27,1,19,10,27,25,13,18
1,3,7,8,25,26,14,26,8,25,3,1,7
2,10,19,22,24,32,14,19,10,22,2,24,32
14,17,20,25,28,30,14,14,25,17,28,30,20
1,18,20,24,32,33,12,1,24,20,32,18,33
9,13,14,21,30,33,1,33,13,14,30,21,9
1,4,8,13,28,31,2,28,8,1,31,13,4
11,14,20,27,32,33,5,11,33,32,14,27,20
5,9,10,13,24,25,8,9,5,10,24,25,13
19,22,27,28,30,32,1,22,19,28,32,30,27
1,4,12,16,20,30,15,16,30,4,12,1,20
10,19,20,26,29,31,14,26,31,10,29,20,19
3,12,13,25,26,31,3,13,12,26,25,3,31
5,10,21,22,26,33,2,10,22,5,33,26,21
6,8,9,14,24,33,15,8,14,33,6,9,24
2,9,14,19,25,26,15,26,2,25,9,14,19
3,9,12,15,28,32,1,32,12,9,28,3,15
2,3,5,9,16,21,2,5,2,9,21,16,3
7,11,17,18,24,29,5,17,18,11,29,24,7
7,9,10,21,23,30,12,9,21,7,23,10,30
10,15,23,26,28,29,12,26,23,15,29,28,10
1,8,12,13,18,20,7,20,18,1,8,13,12
8,13,14,27,28,31,12,27,14,28,31,8,13
6,8,10,17,30,31,14,17,8,10,6,31,30
14,19,20,21,22,31,11,19,14,20,21,31,22
11,16,18,20,26,31,2,31,26,18,20,16,11
9,13,15,21,26,33,6,21,15,9,13,33,26
8,10,23,25,31,32,7,8,32,10,25,31,23
1,6,9,17,21,22,1,9,6,22,1,17,21
2,16,20,30,31,33,1,20,33,16,30,2,31
1,3,5,8,14,33,3,14,33,3,1,5,8
1,3,7,14,24,25,7,25,3,14,24,7,1
3,4,7,12,30,31,15,12,7,30,3,4,31
6,9,18,20,25,33,6,20,25,6,18,9,33
7,8,18,21,27,32,10,7,27,8,21,32,18
7,13,16,18,30,32,10,32,30,18,7,13,16
3,11,14,22,24,31,15,31,14,11,22,3,24
1,7,8,23,27,28,14,8,27,28,23,1,7
6,9,20,26,28,33,14,9,26,28,33,20,6
9,12,15,19,22,31,16,22,12,19,31,15,9
1,4,8,9,22,23,3,8,9,1,22,23,4
5,9,20,26,28,33,15,28,9,20,26,33,5
2,4,5,15,21,31,16,31,5,2,21,4,15
7,15,17,20,23,33,15,33,7,20,17,15,23
11,19,22,27,32,33,11,33,32,11,22,27,19
2,17,22,27,29,31,14,31,2,29,22,17,27
8,10,11,18,25,26,1,18,8,11,26,25,10
9,11,13,15,22,30,15,9,13,15,30,11,22
2,3,6,16,22,31,5,6,2,22,16,31,3
7,8,16,19,20,24,6,20,7,24,19,8,16
13,19,21,23,30,32,5,32,21,19,30,13,23
4,8,9,16,17,29,15,4,9,8,16,29,17
1,5,6,12,16,30,15,12,1,30,6,16,5
2,6,10,25,27,31,3,25,10,31,27,2,6
1,3,6,22,23,25,6,23,25,22,1,6,3
6,11,12,13,19,22,8,12,6,11,19,13,22
14,16,19,20,25,29,5,20,25,19,29,14,16
2,6,24,26,30,31,16,31,24,26,30,6,2
8,10,12,21,32,33,4,10,32,8,33,12,21
10,15,19,20,21,25,12,19,20,21,10,25,15
5,9,14,27,31,32,13,9,27,14,5,31,32
1,7,10,11,13,32,7,32,7,13,10,11,1
6,12,14,20,25,26,7,6,26,14,25,12,20
1,3,4,6,21,32,15,3,1,32,6,21,4
4,9,22,25,26,32,10,9,26,25,32,22,4
2,14,21,22,27,30,14,2,14,21,22,30,27
1,5,9,14,22,28,5,9,22,28,14,5,1
4,10,16,20,23,32,7,16,20,32,10,4,23
5,15,19,20,25,29,3,19,20,15,25,5,29
7,8,12,14,19,20,7,8,7,20,12,14,19
5,17,18,25,28,32,9,28,17,5,25,32,18
12,16,21,28,29,30,14,21,28,29,30,16,12
12,19,20,21,26,31,15,26,19,31,21,12,20
7,12,14,22,24,32,16,32,7,14,24,22,12
4,7,11,20,27,28,16,28,11,27,20,7,4
2,16,18,19,21,29,9,16,21,2,19,29,18
1,12,21,24,30,32,13,30,21,24,32,12,1
2,11,16,23,24,29,3,16,23,11,29,24,2
11,16,21,26,27,30,15,30,16,27,26,11,21
4,5,6,7,8,32,5,4,5,8,7,32,6
1,6,16,17,18,22,9,18,22,6,17,16,1
1,7,10,15,18,20,10,18,7,15,10,1,20
9,16,18,20,22,24,5,16,9,22,18,24,20
2,3,5,7,8,27,15,7,5,2,3,8,27
6,7,8,10,16,28,2,16,10,6,28,7,8
2,3,8,10,25,27,12,2,3,8,27,10,25
2,9,12,20,26,32,13,2,26,32,9,20,12
3,6,14,19,20,21,2,21,14,20,3,19,6
1,2,14,17,30,32,1,1,14,17,32,2,30
4,7,10,14,27,29,9,4,7,14,29,27,10
5,13,17,18,21,29,14,29,17,13,5,18,21
5,20,22,30,32,33,9,30,5,32,22,20,33
12,17,19,27,29,31,9,19,31,27,17,12,29
5,6,10,15,30,31,13,6,5,15,10,30,31
4,6,10,21,25,26,10,6,21,26,10,25,4
7,11,14,18,24,29,7,24,7,11,18,14,29
9,12,21,25,31,33,13,33,25,9,21,12,31
5,9,14,21,23,24,1,9,24,23,14,21,5
2,7,11,12,20,23,7,2,11,23,12,7,20
2,11,13,18,22,30,4,18,30,2,13,22,11
10,18,23,27,30,32,8,18,32,30,10,27,23
12,16,17,21,22,23,16,12,16,21,17,23,22
2,4,10,11,25,28,5,2,4,10,25,28,11
3,12,16,20,21,26,16,16,26,21,3,20,12
1,8,10,13,25,33,13,33,1,25,8,13,10
7,9,21,24,31,33,12,33,7,31,24,9,21
3,4,8,14,16,26,4,4,8,26,14,16,3
4,8,12,14,16,22,10,8,16,14,12,4,22
6,10,19,20,24,33,11,20,6,24,33,10,19
1,6,8,9,18,20,1,1,9,6,8,18,20
6,9,18,20,26,29,9,29,26,6,18,9,20
11,13,14,16,18,31,14,16,18,11,13,31,14
4,9,11,22,25,28,13,4,22,28,11,25,9
8,17,22,24,32,33,16,22,17,33,24,8,32
3,11,15,20,26,32,11,15,20,32,26,3,11
3,9,20,24,25,28,5,24,28,25,3,9,20
1,12,14,26,27,32,16,14,12,32,26,27,1
2,4,10,12,26,30,3,10,2,30,26,12,4
1,7,11,14,19,20,12,7,1,19,20,11,14
3,5,9,14,16,30,13,5,16,9,3,14,30
1,2,7,15,19,20,3,1,7,15,2,20,19
8,9,13,14,20,22,12,22,14,8,13,9,20
7,11,12,24,27,29,12,24,11,7,12,27,29
8,9,15,16,23,26,8,23,15,16,8,9,26
1,3,7,18,20,24,7,24,18,3,20,7,1
5,19,20,23,26,31,12,5,26,19,31,23,20
1,9,21,25,29,32,3,9,21,25,29,1,32
1,11,12,15,26,27,13,27,12,26,15,11,1
8,13,19,26,28,31,10,8,31,19,28,26,13
4,6,17,23,25,29,14,23,6,29,25,17,4
3,5,9,23,27,33,3,33,27,3,5,9,23
9,12,18,21,28,29,5,12,28,9,29,18,21
4,5,17,18,26,33,4,26,17,4,33,5,18
5,10,23,27,28,30,15,28,10,5,27,30,23
12,15,19,22,31,33,1,33,15,12,31,22,19
10,13,16,22,24,31,9,16,13,31,10,24,22
2,4,9,14,16,31,3,4,2,31,9,14,16
9,16,19,21,22,24,12,22,9,19,21,16,24
2,5,6,14,24,31,12,14,6,5,24,2,31
4,7,16,18,23,30,7,4,18,30,16,23,7
2,4,21,23,30,33,9,4,2,23,21,30,33
4,15,23,30,32,33,3,23,15,32,4,33,30
1,11,13,24,26,31,13,13,31,1,11,24,26
9,10,20,24,25,26,11,9,25,26,24,10,20
3,10,12,24,29,30,6,12,30,29,10,3,24
3,5,13,15,17,31,4,31,3,17,15,5,13
7,10,16,19,24,25,9,25,16,19,24,7,10
3,7,15,16,19,29,9,7,29,3,19,16,15
4,12,22,28,29,30,16,30,29,4,28,12,22
15,18,20,22,26,27,3,26,18,27,22,20,15
6,7,10,15,21,27,6,15,21,10,27,7,6
3,12,18,23,30,33,2,33,18,3,12,23,30
4,6,8,14,15,30,10,15,30,14,6,8,4
6,17,22,27,28,32,3,28,22,27,6,17,32
4,9,12,15,26,31,16,15,4,9,26,12,31
1,7,11,18,20,22,2,1,20,11,18,22,7
1,6,13,18,30,32,14,18,6,1,13,32,30
1,7,20,25,31,32,12,32,31,7,25,1,20
1,4,7,14,30,32,9,32,14,1,30,4,7
11,12,13,17,18,25,7,13,18,12,25,11,17
5,6,10,19,31,33,11,5,31,6,19,33,10
6,14,18,28,31,32,3,6,31,14,18,32,28
2,8,13,19,25,26,9,13,26,19,8,25,2
4,6,11,14,23,25,12,4,25,11,23,6,14
2,4,14,23,29,33,15,14,23,29,2,4,33
5,10,14,20,27,33,3,14,20,10,27,5,33
3,5,9,15,20,25,16,25,20,15,9,3,5
2,7,10,11,12,24,3,2,12,7,10,11,24
2,4,10,18,27,29,15,18,10,4,29,27,2
1,7,14,16,18,25,11,18,14,7,1,25,16
4,13,14,18,26,30,1,4,13,26,14,30,18
1,5,13,15,21,25,11,13,1,15,5,25,21
5,14,16,18,25,27,13,27,16,5,25,14,18
3,9,15,23,25,33,12,9,23,33,25,15,3
3,5,6,11,20,22,13,3,20,5,22,11,6
2,7,20,23,32,33,10,2,33,7,23,20,32
4,6,7,8,12,17,7,4,8,12,17,7,6
3,5,8,12,16,19,15,3,16,19,5,12,8
7,10,12,17,22,29,5,7,17,10,29,22,12
3,10,15,17,20,32,8,10,17,32,3,15,20
1,8,14,15,19,27,9,15,19,14,1,27,8
3,7,8,17,20,28,15,20,28,7,3,17,8
7,11,19,20,24,28,2,7,24,11,28,19,20
6,7,15,27,28,30,10,7,28,6,15,30,27
3,15,17,23,24,29,13,3,29,15,23,24,17
11,16,21,23,25,32,7,16,11,25,23,21,32
3,7,10,14,18,20,2,14,20,18,10,3,7
4,11,12,13,19,30,5,19,4,13,12,30,11
1,5,12,14,21,27,3,12,27,14,5,21,1
4,5,7,21,26,29,1,7,4,5,21,26,29
1,12,15,19,21,28,3,28,12,15,21,19,1
7,13,16,21,26,28,9,13,28,7,21,26,16
2,4,5,6,16,20,12,16,4,5,2,6,20
4,8,17,27,28,31,7,4,8,17,27,31,28
3,19,20,24,26,27,11,19,24,20,27,3,26
8,21,22,23,26,32,14,32,22,8,26,21,23
4,16,18,27,32,33,7,32,27,33,16,18,4
3,5,9,18,28,32,16,18,28,5,3,32,9
5,6,8,20,26,30,6,26,8,5,20,30,6
4,6,12,19,27,29,8,4,29,6,19,12,27
5,7,8,14,27,31,11,31,8,5,27,7,14
9,11,13,27,31,33,10,31,9,11,33,13,27
1,5,6,12,16,21,11,16,5,1,21,6,12
6,14,26,29,32,33,7,32,33,14,29,6,26
2,3,9,15,29,32,3,29,9,32,2,3,15
1,7,13,17,23,30,16,1,7,17,23,30,13
3,4,8,31,32,33,2,31,8,33,4,32,3
1,13,14,17,24,26,5,17,26,24,14,1,13
4,6,13,22,26,32,7,22,13,32,6,26,4
5,9,21,23,26,29,6,26,21,23,5,29,9
1,2,5,20,21,22,9,21,22,1,2,20,5
2,3,4,13,16,27,13,4,3,16,13,27,2
4,13,14,19,23,28,8,13,14,4,19,23,28
2,7,9,11,21,27,6,2,11,27,9,7,21
3,4,17,19,24,32,5,24,3,17,4,19,32
1,2,18,22,29,32,3,2,1,32,29,22,18
6,8,11,14,16,27,15,27,6,8,11,16,14
5,7,14,16,17,27,4,14,7,27,16,17,5
3,4,7,9,14,19,8,4,14,3,7,19,9
8,13,15,17,20,32,14,32,20,15,8,13,17
3,10,12,16,31,32,14,16,32,3,10,31,12
5,18,20,24,26,31,9,24,20,26,18,5,31
15,20,22,23,27,31,6,15,23,27,31,22,20
2,10,15,16,17,33,13,33,16,10,2,17,15
3,9,13,21,27,29,13,3,29,9,13,21,27
4,7,10,16,17,21,9,10,7,4,17,16,21
2,12,23,24,25,32,14,32,25,12,2,24,23
2,14,17,19,22,30,10,19,2,17,30,22,14
16,19,22,28,31,32,3,19,31,32,16,28,22
15,22,25,26,28,33,3,25,15,26,28,33,22
3,10,16,18,21,28,4,28,18,16,21,10,3
3,16,23,26,28,31,11,26,3,28,16,31,23
5,12,13,16,23,32,3,32,16,12,13,5,23
2,10,18,21,30,31,5,10,21,2,18,30,31
6,7,10,14,20,21,4,21,7,6,20,10,14
13,18,23,29,31,32,8,32,18,29,31,13,23
2,17,20,22,28,32,3,17,32,2,20,28,22
9,13,19,25,29,32,12,19,29,32,25,9,13
6,10,12,13,17,20,3,10,12,20,6,17,13
2,6,12,15,25,31,7,15,31,25,12,6,2
2,6,7,17,27,30,16,30,27,2,7,17,6
11,24,26,27,30,32,3,27,32,26,24,30,11
1,11,17,27,28,31,2,28,31,17,1,27,11
3,5,7,10,28,30,4,3,10,7,5,28,30
4,5,28,29,31,33,11,4,31,28,5,29,33
11,13,15,21,23,25,8,13,25,21,11,23,15
3,4,17,18,21,31,8,18,3,17,4,21,31
1,12,22,23,24,25,14,12,24,22,1,25,23
5,10,15,17,27,29,11,17,27,29,10,5,15
5,15,19,23,30,32,14,30,19,15,32,5,23
5,13,17,19,25,30,11,19,25,5,30,13,17
18,22,23,24,26,30,1,30,18,24,26,22,23
4,5,15,21,23,24,8,23,24,15,21,4,5
3,12,14,21,24,28,11,28,3,12,24,21,14
4,8,17,28,29,30,13,8,30,29,17,28,4
6,8,11,18,30,33,5,18,33,11,6,30,8
7,8,11,16,17,24,13,8,7,16,11,24,17
3,7,10,14,30,33,10,10,30,14,33,3,7
5,16,20,22,29,30,8,20,16,29,30,22,5
2,3,11,13,20,27,2,13,20,3,11,2,27
5,11,12,19,29,31,1,29,31,19,11,5,12
2,3,5,20,21,24,8,20,21,3,2,5,24
5,13,16,18,27,29,12,16,13,18,29,5,27
1,3,15,19,25,33,4,19,3,33,1,25,15
10,21,22,23,25,33,11,22,23,21,25,10,33
4,10,17,21,29,32,14,32,29,17,21,4,10
8,9,12,13,19,33,9,19,13,9,12,8,33
3,5,17,22,31,33,12,5,22,17,33,31,3
6,11,13,17,20,32,8,11,6,20,17,13,32
15,17,20,22,26,29,9,26,22,15,29,17,20
14,16,18,21,22,32,4,14,18,21,16,22,32
3,13,15,23,28,29,9,15,3,13,28,29,23
7,9,18,19,26,29,10,18,29,9,19,26,7
1,12,17,21,25,28,12,12,17,21,25,28,1
2,6,18,21,24,25,8,18,6,21,24,25,2
4,6,10,24,26,31,6,6,10,4,31,26,24
4,5,8,9,12,30,5,9,12,8,4,30,5
3,11,20,24,25,26,1,25,3,11,24,20,26
1,13,16,18,19,22,1,1,16,22,13,18,19
2,11,15,20,23,29,11,20,2,11,15,23,29
7,8,12,21,22,24,7,8,12,22,7,24,21
2,8,11,16,20,21,14,8,2,20,21,16,11
2,12,16,18,19,23,5,16,19,12,23,18,2
15,16,17,18,24,33,13,17,18,33,16,24,15
1,3,17,20,21,29,16,29,17,3,20,21,1
1,5,9,13,18,33,14,33,9,18,13,5,1
11,14,15,20,26,27,12,11,20,14,15,26,27
6,7,10,11,18,23,16,10,6,7,11,18,23
9,12,18,23,24,27,5,12,24,27,18,9,23
1,11,18,26,30,32,3,32,30,26,18,1,11
9,12,20,26,27,28,16,12,9,27,26,28,20
1,4,13,19,20,24,11,19,20,24,13,1,4
12,14,15,25,28,31,6,28,12,31,25,14,15
3,7,22,27,28,31,11,7,3,22,28,31,27
5,12,14,15,20,31,1,15,14,31,5,12,20
2,12,14,19,28,33,10,2,28,12,19,14,33
1,6,8,13,17,30,7,30,13,8,1,17,6
2,6,8,20,24,30,9,8,6,30,24,2,20
1,5,17,18,23,26,13,5,18,17,1,26,23
9,12,14,18,27,33,13,14,33,18,12,9,27
1,8,11,16,17,22,15,11,8,22,1,17,16
4,9,13,15,31,33,11,13,33,31,15,4,9
5,14,17,18,28,33,2,14,18,28,5,33,17
8,10,14,20,27,29,16,29,27,8,20,14,10
1,10,20,26,28,29,15,1,29,26,20,28,10
5,16,21,22,32,33,9,33,21,32,22,5,16
6,14,20,22,23,26,9,20,22,23,26,14,6
1,3,7,8,10,30,5,1,7,8,3,30,10
1,2,14,20,27,30,2,1,20,30,27,2,14
6,8,14,15,24,33,9,8,15,6,24,33,14
3,4,6,27,31,33,6,4,3,6,33,31,27
4,5,6,8,22,24,3,24,6,5,22,8,4
2,3,20,25,28,32,6,20,2,25,3,28,32
12,13,14,18,31,32,13,31,18,13,32,14,12
15,19,23,30,32,33,6,19,33,32,30,23,15
2,8,13,16,24,33,9,2,16,24,33,8,13
3,4,11,17,19,30,1,11,3,17,19,4,30
4,15,21,30,31,33,5,30,21,33,15,31,4
9,14,18,22,27,29,12,29,18,22,14,27,9
1,12,21,22,30,32,2,12,32,30,22,1,21
3,4,9,22,26,33,1,4,9,26,33,3,22
6,14,22,26,30,33,1,26,33,14,6,30,22
4,6,20,25,29,31,3,29,4,20,31,25,6
10,13,18,26,28,30,12,13,30,28,26,18,10
4,19,21,22,23,31,4,23,19,4,22,21,31
11,15,17,21,22,24,5,15,24,22,21,11,17
10,14,17,21,27,31,9,14,31,27,10,17,21
4,9,11,17,18,26,8,4,11,9,26,17,18
7,8,14,21,23,25,5,7,8,14,23,21,25
1,8,11,18,19,23,5,23,8,18,1,19,11
16,18,22,23,25,31,11,25,31,22,18,16,23
10,16,19,22,26,27,16,27,10,26,22,16,19
1,15,20,29,31,32,8,29,1,15,31,32,20
4,10,13,16,22,29,6,22,4,29,13,10,16
2,7,23,26,28,31,7,2,7,23,31,26,28
3,9,13,23,28,30,5,28,23,30,9,3,13
1,4,15,17,27,31,1,1,17,31,15,27,4
4,8,12,13,23,29,1,8,12,13,23,29,4
2,3,5,11,15,32,15,5,2,15,32,11,3
8,9,12,18,25,27,12,27,25,9,18,8,12
1,3,4,6,16,22,8,4,22,3,6,16,1
1,14,20,25,27,31,15,1,20,25,31,14,27
1,7,11,20,30,33,10,30,33,1,20,11,7
7,14,18,20,30,33,13,7,18,14,30,20,33
2,4,9,10,20,26,14,26,2,20,10,9,4
5,6,14,20,21,22,1,22,20,6,14,21,5
5,9,11,12,22,27,15,5,22,9,27,11,12
3,7,10,13,25,33,10,25,3,33,7,10,13
1,5,6,16,24,30,12,6,24,16,1,5,30
6,10,14,22,26,27,11,27,14,6,22,26,10
4,12,15,17,22,32,14,32,15,4,17,22,12
1,4,5,18,19,25,10,4,25,18,5,19,1
2,4,14,15,25,27,15,15,4,27,2,25,14
3,8,14,17,30,32,5,32,30,17,8,14,3
3,10,15,25,28,33,16,3,33,25,28,15,10
3,5,7,21,26,28,4,5,3,28,21,26,7
5,15,18,27,29,32,5,5,32,27,15,29,18
1,13,16,20,24,26,9,24,13,16,1,20,26
3,4,8,18,22,30,15,4,30,3,22,18,8
1,18,20,22,26,33,5,18,1,22,20,26,33
5,9,10,24,25,32,14,25,9,24,10,5,32
1,12,18,20,21,26,11,26,21,20,1,12,18
4,11,16,23,29,31,14,23,11,31,4,29,16
5,10,16,20,28,31,14,20,5,31,10,28,16
